URL,Keyword,Status,timestamp
https://luminatecapital.com/,value Creation,Found,2023-07-27 13:41:01
https://luminatecapital.com/,growth equity,Not Found,2023-07-27 13:41:01
https://luminatecapital.com/,digitalization,Not Found,2023-07-27 13:41:01
https://www.mccp.com/team/,value Creation,Not Found,2023-07-27 13:41:03
https://www.mccp.com/team/,growth equity,Not Found,2023-07-27 13:41:03
https://www.mccp.com/team/,digitalization,Not Found,2023-07-27 13:41:03
https://www.greylion.com/our-team/,value Creation,Not Found,2023-07-27 13:41:05
https://www.greylion.com/our-team/,growth equity,Not Found,2023-07-27 13:41:05
https://www.greylion.com/our-team/,digitalization,Not Found,2023-07-27 13:41:05
https://declarationpartners.com/team/,value Creation,Not Found,2023-07-27 13:41:06
https://declarationpartners.com/team/,growth equity,Found,2023-07-27 13:41:06
https://declarationpartners.com/team/,digitalization,Not Found,2023-07-27 13:41:06
https://valleyforgeprivateequity.com/our-team/,value Creation,Not Found,2023-07-27 13:41:07
https://valleyforgeprivateequity.com/our-team/,growth equity,Not Found,2023-07-27 13:41:07
https://valleyforgeprivateequity.com/our-team/,digitalization,Not Found,2023-07-27 13:41:07
https://www.capitalspring.com/our-team,value Creation,Not Found,2023-07-27 13:41:09
https://www.capitalspring.com/our-team,growth equity,Not Found,2023-07-27 13:41:09
https://www.capitalspring.com/our-team,digitalization,Not Found,2023-07-27 13:41:09
https://www.courtsquare.com/criteria/,value Creation,Found,2023-07-27 13:41:10
https://www.courtsquare.com/criteria/,growth equity,Not Found,2023-07-27 13:41:10
https://www.courtsquare.com/criteria/,digitalization,Not Found,2023-07-27 13:41:10
https://www.siris.com/strategy,value Creation,Not Found,2023-07-27 13:41:12
https://www.siris.com/strategy,growth equity,Not Found,2023-07-27 13:41:12
https://www.siris.com/strategy,digitalization,Not Found,2023-07-27 13:41:12
https://www.courtsquare.com/criteria/,value Creation,Found,2023-07-27 13:41:13
https://www.courtsquare.com/criteria/,growth equity,Not Found,2023-07-27 13:41:13
https://www.courtsquare.com/criteria/,digitalization,Not Found,2023-07-27 13:41:13
https://fengate.com/about/who-we-are/,value Creation,Not Found,2023-07-27 13:41:15
https://fengate.com/about/who-we-are/,growth equity,Found,2023-07-27 13:41:15
https://fengate.com/about/who-we-are/,digitalization,Not Found,2023-07-27 13:41:15
https://www.arctospartners.com/about/,value Creation,Not Found,2023-07-27 13:41:16
https://www.arctospartners.com/about/,growth equity,Found,2023-07-27 13:41:16
https://www.arctospartners.com/about/,digitalization,Not Found,2023-07-27 13:41:16
https://www.cinven.com/,value Creation,Not Found,2023-07-27 13:41:17
https://www.cinven.com/,growth equity,Not Found,2023-07-27 13:41:17
https://www.cinven.com/,digitalization,Not Found,2023-07-27 13:41:17
https://shamrockcap.com/,value Creation,Not Found,2023-07-27 13:41:17
https://shamrockcap.com/,growth equity,Not Found,2023-07-27 13:41:17
https://shamrockcap.com/,digitalization,Not Found,2023-07-27 13:41:17
https://serentcapital.com/,value Creation,Not Found,2023-07-27 13:41:20
https://serentcapital.com/,growth equity,Not Found,2023-07-27 13:41:20
https://serentcapital.com/,digitalization,Not Found,2023-07-27 13:41:20
https://www.deerpathcapital.com/,value Creation,Not Found,2023-07-27 13:41:20
https://www.deerpathcapital.com/,growth equity,Not Found,2023-07-27 13:41:20
https://www.deerpathcapital.com/,digitalization,Not Found,2023-07-27 13:41:20
https://www.newbury-partners.com/,value Creation,Not Found,2023-07-27 13:41:21
https://www.newbury-partners.com/,growth equity,Not Found,2023-07-27 13:41:21
https://www.newbury-partners.com/,digitalization,Not Found,2023-07-27 13:41:21
